"datetime","GEOID","inundatation_level_m"
"2003-09-07T01:00:00+00:00","510010901011",0.099942113
"2003-09-07T02:00:00+00:00","510010901011",0.099540504
"2003-09-07T03:00:00+00:00","510010901011",0.095162603
"2003-09-07T04:00:00+00:00","510010901011",0.087324552
"2003-09-07T05:00:00+00:00","510010901011",0.045618282
"2003-09-07T06:00:00+00:00","510010901011",0.039469461
"2003-09-07T07:00:00+00:00","510010901011",0.067641283
"2003-09-07T08:00:00+00:00","510010901011",0.122794682
"2003-09-07T09:00:00+00:00","510010901011",0.177197006
"2003-09-07T10:00:00+00:00","510010901011",0.199030257
"2003-09-07T11:00:00+00:00","510010901011",0.166553252
"2003-09-07T12:00:00+00:00","510010901011",0.116093577
"2003-09-07T13:00:00+00:00","510010901011",0.032263168
"2003-09-07T14:00:00+00:00","510010901011",-0.063557092
"2003-09-07T15:00:00+00:00","510010901011",-0.123131266
"2003-09-07T16:00:00+00:00","510010901011",-0.129053339
"2003-09-07T17:00:00+00:00","510010901011",-0.045387849
"2003-09-07T18:00:00+00:00","510010901011",0.056272592
"2003-09-07T19:00:00+00:00","510010901011",0.205278937
"2003-09-07T20:00:00+00:00","510010901011",0.356525278
"2003-09-07T21:00:00+00:00","510010901011",0.446390356
"2003-09-07T22:00:00+00:00","510010901011",0.448109873
"2003-09-07T23:00:00+00:00","510010901011",0.376607048
"2003-09-08T00:00:00+00:00","510010901011",0.233393325
"2003-09-08T01:00:00+00:00","510010901011",0.05771814
"2003-09-08T02:00:00+00:00","510010901011",-0.075409375
"2003-09-08T03:00:00+00:00","510010901011",-0.186137239
"2003-09-08T04:00:00+00:00","510010901011",-0.244612906
"2003-09-08T05:00:00+00:00","510010901011",-0.205329155
"2003-09-08T06:00:00+00:00","510010901011",-0.048228926
"2003-09-08T07:00:00+00:00","510010901011",0.12977675
"2003-09-08T08:00:00+00:00","510010901011",0.264629778
"2003-09-08T09:00:00+00:00","510010901011",0.365119982
"2003-09-08T10:00:00+00:00","510010901011",0.376726814
"2003-09-08T11:00:00+00:00","510010901011",0.303698184
"2003-09-08T12:00:00+00:00","510010901011",0.122956272
"2003-09-08T13:00:00+00:00","510010901011",-0.039775081
"2003-09-08T14:00:00+00:00","510010901011",-0.206698805
"2003-09-08T15:00:00+00:00","510010901011",-0.297714199
"2003-09-08T16:00:00+00:00","510010901011",-0.33701853
"2003-09-08T17:00:00+00:00","510010901011",-0.277672477
"2003-09-08T18:00:00+00:00","510010901011",-0.080221159
"2003-09-08T19:00:00+00:00","510010901011",0.169159417
"2003-09-08T20:00:00+00:00","510010901011",0.386616195
"2003-09-08T21:00:00+00:00","510010901011",0.540284395
"2003-09-08T22:00:00+00:00","510010901011",0.604705385
"2003-09-08T23:00:00+00:00","510010901011",0.608208052
"2003-09-09T00:00:00+00:00","510010901011",0.477651476
"2003-09-09T01:00:00+00:00","510010901011",0.229390074
"2003-09-09T02:00:00+00:00","510010901011",0.00708766
"2003-09-09T03:00:00+00:00","510010901011",-0.186991951
"2003-09-09T04:00:00+00:00","510010901011",-0.325587456
"2003-09-09T05:00:00+00:00","510010901011",-0.402213493
"2003-09-09T06:00:00+00:00","510010901011",-0.33911778
"2003-09-09T07:00:00+00:00","510010901011",-0.173984765
"2003-09-09T08:00:00+00:00","510010901011",0.141909894
"2003-09-09T09:00:00+00:00","510010901011",0.344434412
"2003-09-09T10:00:00+00:00","510010901011",0.42993694
"2003-09-09T11:00:00+00:00","510010901011",0.455125279
"2003-09-09T12:00:00+00:00","510010901011",0.321900782
"2003-09-09T13:00:00+00:00","510010901011",0.134466895
"2003-09-09T14:00:00+00:00","510010901011",-0.084584643
"2003-09-09T15:00:00+00:00","510010901011",-0.256309094
"2003-09-09T16:00:00+00:00","510010901011",-0.398240151
"2003-09-09T17:00:00+00:00","510010901011",-0.45481788
"2003-09-09T18:00:00+00:00","510010901011",-0.379414474
"2003-09-09T19:00:00+00:00","510010901011",-0.100596672
"2003-09-09T20:00:00+00:00","510010901011",0.213867053
"2003-09-09T21:00:00+00:00","510010901011",0.456545425
"2003-09-09T22:00:00+00:00","510010901011",0.672207984
"2003-09-09T23:00:00+00:00","510010901011",0.724961508
"2003-09-10T00:00:00+00:00","510010901011",0.654721754
"2003-09-10T01:00:00+00:00","510010901011",0.491801809
"2003-09-10T02:00:00+00:00","510010901011",0.241833014
"2003-09-10T03:00:00+00:00","510010901011",0.025627806
"2003-09-10T04:00:00+00:00","510010901011",-0.168132699
"2003-09-10T05:00:00+00:00","510010901011",-0.321164388
"2003-09-10T06:00:00+00:00","510010901011",-0.324477456
"2003-09-10T07:00:00+00:00","510010901011",-0.187887385
"2003-09-10T08:00:00+00:00","510010901011",0.082914628
"2003-09-10T09:00:00+00:00","510010901011",0.396142577
"2003-09-10T10:00:00+00:00","510010901011",0.61054382
"2003-09-10T11:00:00+00:00","510010901011",0.726808707
"2003-09-10T12:00:00+00:00","510010901011",0.701411699
"2003-09-10T13:00:00+00:00","510010901011",0.572451047
"2003-09-10T14:00:00+00:00","510010901011",0.386383377
"2003-09-10T15:00:00+00:00","510010901011",0.23153491
"2003-09-10T16:00:00+00:00","510010901011",0.026913889
"2003-09-10T17:00:00+00:00","510010901011",-0.131365753
"2003-09-10T18:00:00+00:00","510010901011",-0.190172093
"2003-09-10T19:00:00+00:00","510010901011",-0.060342662
"2003-09-10T20:00:00+00:00","510010901011",0.216807058
"2003-09-10T21:00:00+00:00","510010901011",0.505836823
"2003-09-10T22:00:00+00:00","510010901011",0.762549768
"2003-09-10T23:00:00+00:00","510010901011",0.934784834
"2003-09-11T00:00:00+00:00","510010901011",1.002159789
"2003-09-11T01:00:00+00:00","510010901011",0.928060137
"2003-09-11T02:00:00+00:00","510010901011",0.745599628
"2003-09-11T03:00:00+00:00","510010901011",0.472107894
"2003-09-11T04:00:00+00:00","510010901011",0.241054327
"2003-09-11T05:00:00+00:00","510010901011",0.02826666
"2003-09-11T06:00:00+00:00","510010901011",-0.07789625
"2003-09-11T07:00:00+00:00","510010901011",-0.090846713
"2003-09-11T08:00:00+00:00","510010901011",0.119918871
"2003-09-11T09:00:00+00:00","510010901011",0.312742738
"2003-09-11T10:00:00+00:00","510010901011",0.598693142
"2003-09-11T11:00:00+00:00","510010901011",0.798740243
"2003-09-11T12:00:00+00:00","510010901011",0.872095534
"2003-09-11T13:00:00+00:00","510010901011",0.880697409
"2003-09-11T14:00:00+00:00","510010901011",0.643644586
"2003-09-11T15:00:00+00:00","510010901011",0.423977947
"2003-09-11T16:00:00+00:00","510010901011",0.222127765
"2003-09-11T17:00:00+00:00","510010901011",0.044891724
"2003-09-11T18:00:00+00:00","510010901011",-0.120659278
"2003-09-11T19:00:00+00:00","510010901011",-0.168730467
"2003-09-11T20:00:00+00:00","510010901011",-0.088582303
"2003-09-11T21:00:00+00:00","510010901011",0.218515478
"2003-09-11T22:00:00+00:00","510010901011",0.495977601
"2003-09-11T23:00:00+00:00","510010901011",0.753829492
"2003-09-12T00:00:00+00:00","510010901011",0.851555396
"2003-09-12T01:00:00+00:00","510010901011",0.826578973
"2003-09-12T02:00:00+00:00","510010901011",0.694256315
"2003-09-12T03:00:00+00:00","510010901011",0.415352789
"2003-09-12T04:00:00+00:00","510010901011",0.237667804
"2003-09-12T05:00:00+00:00","510010901011",-0.013119974
"2003-09-12T06:00:00+00:00","510010901011",-0.201378615
"2003-09-12T07:00:00+00:00","510010901011",-0.291166944
"2003-09-12T08:00:00+00:00","510010901011",-0.255179718
"2003-09-12T09:00:00+00:00","510010901011",-0.049272898
"2003-09-12T10:00:00+00:00","510010901011",0.280446177
"2003-09-12T11:00:00+00:00","510010901011",0.526960097
"2003-09-12T12:00:00+00:00","510010901011",0.710243661
"2003-09-12T13:00:00+00:00","510010901011",0.714987729
"2003-09-12T14:00:00+00:00","510010901011",0.593068799
"2003-09-12T15:00:00+00:00","510010901011",0.409752462
"2003-09-12T16:00:00+00:00","510010901011",0.197923571
"2003-09-12T17:00:00+00:00","510010901011",0.041349491
"2003-09-12T18:00:00+00:00","510010901011",-0.175517091
"2003-09-12T19:00:00+00:00","510010901011",-0.297207668
"2003-09-12T20:00:00+00:00","510010901011",-0.285047272
"2003-09-12T21:00:00+00:00","510010901011",-0.081616824
"2003-09-12T22:00:00+00:00","510010901011",0.238638679
"2003-09-12T23:00:00+00:00","510010901011",0.503097161
"2003-09-13T00:00:00+00:00","510010901011",0.704761101
"2003-09-13T01:00:00+00:00","510010901011",0.806557071
"2003-09-13T02:00:00+00:00","510010901011",0.817885238
"2003-09-13T03:00:00+00:00","510010901011",0.606209616
"2003-09-13T04:00:00+00:00","510010901011",0.449764908
"2003-09-13T05:00:00+00:00","510010901011",0.2179992
"2003-09-13T06:00:00+00:00","510010901011",-0.004308379
"2003-09-13T07:00:00+00:00","510010901011",-0.116694123
"2003-09-13T08:00:00+00:00","510010901011",-0.151612971
"2003-09-13T09:00:00+00:00","510010901011",0.048764393
"2003-09-13T10:00:00+00:00","510010901011",0.267639748
"2003-09-13T11:00:00+00:00","510010901011",0.522602344
"2003-09-13T12:00:00+00:00","510010901011",0.778923694
"2003-09-13T13:00:00+00:00","510010901011",0.906822214
"2003-09-13T14:00:00+00:00","510010901011",0.933897699
"2003-09-13T15:00:00+00:00","510010901011",0.792726159
"2003-09-13T16:00:00+00:00","510010901011",0.59186871
"2003-09-13T17:00:00+00:00","510010901011",0.479817643
"2003-09-13T18:00:00+00:00","510010901011",0.217541955
"2003-09-13T19:00:00+00:00","510010901011",0.065494793
"2003-09-13T20:00:00+00:00","510010901011",0.017891326
"2003-09-13T21:00:00+00:00","510010901011",0.100076479
"2003-09-13T22:00:00+00:00","510010901011",0.304213551
"2003-09-13T23:00:00+00:00","510010901011",0.497110571
"2003-09-14T00:00:00+00:00","510010901011",0.736600047
"2003-09-14T01:00:00+00:00","510010901011",0.899440325
"2003-09-14T02:00:00+00:00","510010901011",0.966847789
"2003-09-14T03:00:00+00:00","510010901011",0.84111987
"2003-09-14T04:00:00+00:00","510010901011",0.683160889
"2003-09-14T05:00:00+00:00","510010901011",0.437654158
"2003-09-14T06:00:00+00:00","510010901011",0.237483911
"2003-09-14T07:00:00+00:00","510010901011",0.072032998
"2003-09-14T08:00:00+00:00","510010901011",-0.026843597
"2003-09-14T09:00:00+00:00","510010901011",-0.012457294
"2003-09-14T10:00:00+00:00","510010901011",0.170294942
"2003-09-14T11:00:00+00:00","510010901011",0.42487825
"2003-09-14T12:00:00+00:00","510010901011",0.617185967
"2003-09-14T13:00:00+00:00","510010901011",0.813739716
"2003-09-14T14:00:00+00:00","510010901011",0.882979827
"2003-09-14T15:00:00+00:00","510010901011",0.8399312
"2003-09-14T16:00:00+00:00","510010901011",0.64054152
"2003-09-14T17:00:00+00:00","510010901011",0.423246026
"2003-09-14T18:00:00+00:00","510010901011",0.194821315
"2003-09-14T19:00:00+00:00","510010901011",0.030174307
"2003-09-14T20:00:00+00:00","510010901011",-0.099141882
"2003-09-14T21:00:00+00:00","510010901011",-0.148675868
"2003-09-14T22:00:00+00:00","510010901011",-0.00894979
"2003-09-14T23:00:00+00:00","510010901011",0.203222776
"2003-09-15T00:00:00+00:00","510010901011",0.411149631
"2003-09-15T01:00:00+00:00","510010901011",0.55569952
"2003-09-15T02:00:00+00:00","510010901011",0.659256718
"2003-09-15T03:00:00+00:00","510010901011",0.60889514
"2003-09-15T04:00:00+00:00","510010901011",0.495113403
"2003-09-15T05:00:00+00:00","510010901011",0.281248834
"2003-09-15T06:00:00+00:00","510010901011",0.115868761
"2003-09-15T07:00:00+00:00","510010901011",-0.02355992
"2003-09-15T08:00:00+00:00","510010901011",-0.167422129
"2003-09-15T09:00:00+00:00","510010901011",-0.210322853
"2003-09-15T10:00:00+00:00","510010901011",-0.138987979
"2003-09-15T11:00:00+00:00","510010901011",0.129562668
"2003-09-15T12:00:00+00:00","510010901011",0.314651237
"2003-09-15T13:00:00+00:00","510010901011",0.532534948
"2003-09-15T14:00:00+00:00","510010901011",0.645012122
"2003-09-15T15:00:00+00:00","510010901011",0.667706348
"2003-09-15T16:00:00+00:00","510010901011",0.596059442
"2003-09-15T17:00:00+00:00","510010901011",0.421624811
"2003-09-15T18:00:00+00:00","510010901011",0.201005031
"2003-09-15T19:00:00+00:00","510010901011",0.000405123
"2003-09-15T20:00:00+00:00","510010901011",-0.143703996
"2003-09-15T21:00:00+00:00","510010901011",-0.208634631
"2003-09-15T22:00:00+00:00","510010901011",-0.172385095
"2003-09-15T23:00:00+00:00","510010901011",-0.043510538
"2003-09-16T00:00:00+00:00","510010901011",0.121958514
"2003-09-16T01:00:00+00:00","510010901011",0.323863989
"2003-09-16T02:00:00+00:00","510010901011",0.477958179
"2003-09-16T03:00:00+00:00","510010901011",0.488347133
"2003-09-16T04:00:00+00:00","510010901011",0.445476312
"2003-09-16T05:00:00+00:00","510010901011",0.262310661
"2003-09-16T06:00:00+00:00","510010901011",0.09234491
"2003-09-16T07:00:00+00:00","510010901011",-0.006816763
"2003-09-16T08:00:00+00:00","510010901011",-0.157014935
"2003-09-16T09:00:00+00:00","510010901011",-0.24398026
"2003-09-16T10:00:00+00:00","510010901011",-0.181685733
"2003-09-16T11:00:00+00:00","510010901011",-0.042861843
"2003-09-16T12:00:00+00:00","510010901011",0.152552579
"2003-09-16T13:00:00+00:00","510010901011",0.392411032
"2003-09-16T14:00:00+00:00","510010901011",0.56147661
"2003-09-16T15:00:00+00:00","510010901011",0.635225008
"2003-09-16T16:00:00+00:00","510010901011",0.62994316
"2003-09-16T17:00:00+00:00","510010901011",0.479537127
"2003-09-16T18:00:00+00:00","510010901011",0.31797758
"2003-09-16T19:00:00+00:00","510010901011",0.192652517
"2003-09-16T20:00:00+00:00","510010901011",0.003494794
"2003-09-16T21:00:00+00:00","510010901011",-0.096211043
"2003-09-16T22:00:00+00:00","510010901011",-0.157939743
"2003-09-16T23:00:00+00:00","510010901011",-0.0468879
"2003-09-17T00:00:00+00:00","510010901011",0.089290006
"2003-09-17T01:00:00+00:00","510010901011",0.176539755
"2003-09-17T02:00:00+00:00","510010901011",0.389041633
"2003-09-17T03:00:00+00:00","510010901011",0.431383874
"2003-09-17T04:00:00+00:00","510010901011",0.48074916
"2003-09-17T05:00:00+00:00","510010901011",0.321113267
"2003-09-17T06:00:00+00:00","510010901011",0.155649017
"2003-09-17T07:00:00+00:00","510010901011",0.060861654
"2003-09-17T08:00:00+00:00","510010901011",-0.074557403
"2003-09-17T09:00:00+00:00","510010901011",-0.198448477
"2003-09-17T10:00:00+00:00","510010901011",-0.250914268
"2003-09-17T11:00:00+00:00","510010901011",-0.174211924
"2003-09-17T12:00:00+00:00","510010901011",0.037646752
"2003-09-17T13:00:00+00:00","510010901011",0.213701056
"2003-09-17T14:00:00+00:00","510010901011",0.36285504
"2003-09-17T15:00:00+00:00","510010901011",0.511685009
"2003-09-17T16:00:00+00:00","510010901011",0.603156071
"2003-09-17T17:00:00+00:00","510010901011",0.554511695
"2003-09-17T18:00:00+00:00","510010901011",0.416517336
"2003-09-17T19:00:00+00:00","510010901011",0.251504302
"2003-09-17T20:00:00+00:00","510010901011",0.14050134
"2003-09-17T21:00:00+00:00","510010901011",-0.012509501
"2003-09-17T22:00:00+00:00","510010901011",-0.125928362
"2003-09-17T23:00:00+00:00","510010901011",-0.105947176
"2003-09-18T00:00:00+00:00","510010901011",-0.019776787
"2003-09-18T01:00:00+00:00","510010901011",0.104832102
"2003-09-18T02:00:00+00:00","510010901011",0.14892129
"2003-09-18T03:00:00+00:00","510010901011",0.324368512
"2003-09-18T04:00:00+00:00","510010901011",0.340068386
"2003-09-18T05:00:00+00:00","510010901011",0.3551366
"2003-09-18T06:00:00+00:00","510010901011",0.15773767
"2003-09-18T07:00:00+00:00","510010901011",0.119364862
"2003-09-18T08:00:00+00:00","510010901011",0.012428817
"2003-09-18T09:00:00+00:00","510010901011",-0.082292303
"2003-09-18T10:00:00+00:00","510010901011",-0.152550918
"2003-09-18T11:00:00+00:00","510010901011",-0.154247506
"2003-09-18T12:00:00+00:00","510010901011",-0.023619592
"2003-09-18T13:00:00+00:00","510010901011",0.150076903
"2003-09-18T14:00:00+00:00","510010901011",0.296199875
"2003-09-18T15:00:00+00:00","510010901011",0.459165643
"2003-09-18T16:00:00+00:00","510010901011",0.624169585
"2003-09-18T17:00:00+00:00","510010901011",0.612355268
"2003-09-18T18:00:00+00:00","510010901011",0.572291764
"2003-09-18T19:00:00+00:00","510010901011",0.462195154
"2003-09-18T20:00:00+00:00","510010901011",0.3631232
"2003-09-18T21:00:00+00:00","510010901011",0.238552489
"2003-09-18T22:00:00+00:00","510010901011",0.080095087
"2003-09-18T23:00:00+00:00","510010901011",0.023200642
"2003-09-19T00:00:00+00:00","510010901011",0.074248469
"2003-09-19T01:00:00+00:00","510010901011",0.106931002
"2003-09-19T02:00:00+00:00","510010901011",0.243907471
"2003-09-19T03:00:00+00:00","510010901011",0.332398354
"2003-09-19T04:00:00+00:00","510010901011",0.467571333
"2003-09-19T05:00:00+00:00","510010901011",0.524206618
"2003-09-19T06:00:00+00:00","510010901011",0.475817448
"2003-09-19T07:00:00+00:00","510010901011",0.439575579
"2003-09-19T08:00:00+00:00","510010901011",0.346647211
"2003-09-19T09:00:00+00:00","510010901011",0.26408091
"2003-09-19T10:00:00+00:00","510010901011",0.22982621
"2003-09-19T11:00:00+00:00","510010901011",0.14333763
"2003-09-19T12:00:00+00:00","510010901011",0.170922047
"2003-09-19T13:00:00+00:00","510010901011",0.342795598
"2003-09-19T14:00:00+00:00","510010901011",0.529263605
"2003-09-19T15:00:00+00:00","510010901011",0.728487907
"2003-09-19T16:00:00+00:00","510010901011",0.932541537
"2003-09-19T17:00:00+00:00","510010901011",1.036760784
"2003-09-19T18:00:00+00:00","510010901011",1.170280858
"2003-09-19T19:00:00+00:00","510010901011",1.226303292
"2003-09-19T20:00:00+00:00","510010901011",1.218047589
"2003-09-19T21:00:00+00:00","510010901011",1.074143337
"2003-09-19T22:00:00+00:00","510010901011",1.028012092
"2003-09-19T23:00:00+00:00","510010901011",0.960435214
"2003-09-20T00:00:00+00:00","510010901011",0.818459633
"2003-09-20T01:00:00+00:00","510010901011",0.792608866
"2003-09-20T02:00:00+00:00","510010901011",0.786175538
"2003-09-20T03:00:00+00:00","510010901011",0.861801355
"2003-09-20T04:00:00+00:00","510010901011",0.867419657
"2003-09-20T05:00:00+00:00","510010901011",0.828436326
"2003-09-20T06:00:00+00:00","510010901011",0.730728131
"2003-09-20T07:00:00+00:00","510010901011",0.658037153
"2003-09-20T08:00:00+00:00","510010901011",0.529275256
"2003-09-20T09:00:00+00:00","510010901011",0.414199136
"2003-09-20T10:00:00+00:00","510010901011",0.286850568
"2003-09-20T11:00:00+00:00","510010901011",0.196635275
"2003-09-20T12:00:00+00:00","510010901011",0.116990135
"2003-09-20T13:00:00+00:00","510010901011",0.069320552
"2003-09-20T14:00:00+00:00","510010901011",0.161973267
"2003-09-20T15:00:00+00:00","510010901011",0.282158021
"2003-09-20T16:00:00+00:00","510010901011",0.450067969
"2003-09-20T17:00:00+00:00","510010901011",0.541181153
"2003-09-20T18:00:00+00:00","510010901011",0.619743785
"2003-09-20T19:00:00+00:00","510010901011",0.606011233
"2003-09-20T20:00:00+00:00","510010901011",0.534278767
"2003-09-20T21:00:00+00:00","510010901011",0.418911943
"2003-09-20T22:00:00+00:00","510010901011",0.301708041
"2003-09-20T23:00:00+00:00","510010901011",0.203192958
"2003-09-21T00:00:00+00:00","510010901011",0.104937173
"2003-09-21T01:00:00+00:00","510010901011",0.001853725
"2003-09-21T02:00:00+00:00","510010901011",-0.019894837
"2003-09-21T03:00:00+00:00","510010901011",0.015707684
"2003-09-21T04:00:00+00:00","510010901011",0.092815944
"2003-09-21T05:00:00+00:00","510010901011",0.199179811
"2003-09-21T06:00:00+00:00","510010901011",0.267171762
"2003-09-21T07:00:00+00:00","510010901011",0.300866111
"2003-09-21T08:00:00+00:00","510010901011",0.305385557
"2003-09-21T09:00:00+00:00","510010901011",0.229133032
"2003-09-21T10:00:00+00:00","510010901011",0.148244846
"2003-09-21T11:00:00+00:00","510010901011",0.051677312
"2003-09-21T12:00:00+00:00","510010901011",-0.041870445
"2003-09-21T13:00:00+00:00","510010901011",-0.085778426
"2003-09-21T14:00:00+00:00","510010901011",-0.09534061
"2003-09-21T15:00:00+00:00","510010901011",-0.016489904
"2003-09-21T16:00:00+00:00","510010901011",0.174787966
"2003-09-21T17:00:00+00:00","510010901011",0.294610354
"2003-09-21T18:00:00+00:00","510010901011",0.430119334
"2003-09-21T19:00:00+00:00","510010901011",0.529308685
"2003-09-21T20:00:00+00:00","510010901011",0.507543148
"2003-09-21T21:00:00+00:00","510010901011",0.524352851
"2003-09-21T22:00:00+00:00","510010901011",0.313389242
"2003-09-21T23:00:00+00:00","510010901011",0.230671728
"2003-09-22T00:00:00+00:00","510010901011",0.048272186
"2003-09-07T01:00:00+00:00","510010901012",0.099952574
"2003-09-07T02:00:00+00:00","510010901012",0.099562069
"2003-09-07T03:00:00+00:00","510010901012",0.095166779
"2003-09-07T04:00:00+00:00","510010901012",0.086228741
"2003-09-07T05:00:00+00:00","510010901012",0.04556472
"2003-09-07T06:00:00+00:00","510010901012",0.03974469
"2003-09-07T07:00:00+00:00","510010901012",0.067920921
"2003-09-07T08:00:00+00:00","510010901012",0.124232714
"2003-09-07T09:00:00+00:00","510010901012",0.177272002
"2003-09-07T10:00:00+00:00","510010901012",0.199501851
"2003-09-07T11:00:00+00:00","510010901012",0.166205096
"2003-09-07T12:00:00+00:00","510010901012",0.115940166
"2003-09-07T13:00:00+00:00","510010901012",0.029892619
"2003-09-07T14:00:00+00:00","510010901012",-0.064158126
"2003-09-07T15:00:00+00:00","510010901012",-0.123472687
"2003-09-07T16:00:00+00:00","510010901012",-0.128363264
"2003-09-07T17:00:00+00:00","510010901012",-0.044715544
"2003-09-07T18:00:00+00:00","510010901012",0.056885803
